step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
18,PAYMENT,179900.67,C1002556,260907.85,81007.18,M2002556,295851.17,475751.84,0,0
8,TRANSFER,185480.55,C1002557,269717.18,84236.63,C3002557,164562.88,350043.43,1,0
21,PAYMENT,80582.03,C1002558,258870.33,178288.3,M2002558,503068.46,583650.49,0,0
15,PAYMENT,178071.48,C1002559,4387.38,4387.38,M2002559,494668.28,672739.76,0,0
1,PAYMENT,76851.38,C1002560,862.41,862.41,M2002560,174946.51,251797.89,0,0
3,DEBIT,147389.68,C1002561,48833.16,48833.16,C3002561,733219.57,880609.25,0,0
26,DEBIT,95240.85,C1002562,50778.3,50778.3,C3002562,361777.53,457018.38,0,0
8,CASH_IN,24604.37,C1002563,352448.45,327844.08,C3002563,186365.23,210969.6,0,0
4,TRANSFER,185594.05,C1002564,102458.02,102458.02,C3002564,331983.39,517577.44,1,0
16,CASH_OUT,90873.91,C1002565,447357.05,356483.14,C3002565,563658.7,654532.61,0,0
30,CASH_OUT,146923.96,C1002566,464303.16,317379.2,C3002566,726470.93,873394.89,0,0
23,CASH_OUT,73498.05,C1002567,487946.67,414448.62,C3002567,481890.89,555388.94,0,0
10,PAYMENT,3874.29,C1002568,469540.65,465666.36,M2002568,525594.99,529469.28,0,0
12,DEBIT,20196.02,C1002569,135944.16,115748.14,C3002569,138945.94,159141.96,0,0
14,TRANSFER,99294.27,C1002570,254888.42,155594.15,C3002570,914690.92,1013985.19,0,0
14,PAYMENT,138023.87,C1002571,87727.49,87727.49,M2002571,928724.2,1066748.07,0,0
2,DEBIT,67013.59,C1002572,403104.83,336091.24,C3002572,683426.59,750440.18,0,0
23,DEBIT,139128.14,C1002573,444215.85,305087.71,C3002573,17631.41,156759.55,0,0
5,TRANSFER,139757.25,C1002574,425644.42,285887.17,C3002574,537074.22,676831.47,0,0
5,TRANSFER,140816.79,C1002575,216683.47,75866.68,C3002575,629218.97,770035.76,0,0
6,TRANSFER,98555.12,C1002576,379336.94,280781.82,C3002576,994654.22,1093209.34,0,0
13,PAYMENT,182985.74,C1002577,48789.58,48789.58,M2002577,996066.96,1179052.7,0,0
9,CASH_IN,97890.38,C1002578,20122.39,20122.39,C3002578,857611.24,955501.62,0,0
30,TRANSFER,90108.01,C1002579,376618.21,286510.2,C3002579,63830.99,153939.0,0,0
22,CASH_IN,39956.23,C1002580,212677.64,172721.41,C3002580,953276.39,993232.62,0,0
28,PAYMENT,61600.25,C1002581,497774.63,436174.38,M2002581,612661.25,674261.5,0,0
29,CASH_IN,8562.67,C1002582,48627.11,40064.44,C3002582,800886.77,809449.44,0,0
15,CASH_OUT,126743.71,C1002583,427813.84,301070.13,C3002583,407192.85,533936.56,0,0
14,CASH_IN,49782.3,C1002584,239991.53,190209.23,C3002584,319669.47,369451.77,0,0
24,TRANSFER,60900.64,C1002585,413575.1,352674.46,C3002585,463244.15,524144.79,0,0
7,PAYMENT,154185.82,C1002586,408563.64,254377.82,M2002586,146874.51,301060.33,0,0
25,TRANSFER,65511.51,C1002587,457996.0,392484.49,C3002587,357066.14,422577.65,0,0
20,CASH_OUT,48514.96,C1002588,148925.01,100410.05,C3002588,857617.5,906132.46,0,0
2,TRANSFER,33894.64,C1002589,474899.68,441005.04,C3002589,37950.49,71845.13,0,0
7,TRANSFER,154994.19,C1002590,75833.48,75833.48,C3002590,150878.05,305872.24,1,0
6,TRANSFER,26028.28,C1002591,40984.39,14956.11,C3002591,125116.16,151144.44,0,0
17,DEBIT,90805.38,C1002592,215807.76,125002.38,C3002592,403075.54,493880.92,0,0
27,CASH_OUT,101435.33,C1002593,414161.48,312726.15,C3002593,996986.9,1098422.23,0,0
25,TRANSFER,137509.24,C1002594,236710.57,99201.33,C3002594,173357.93,310867.17,0,0
25,TRANSFER,126693.37,C1002595,414643.34,287949.97,C3002595,145482.65,272176.02,0,0
28,TRANSFER,162163.06,C1002596,364843.4,202680.34,C3002596,915055.73,1077218.79,1,0
2,PAYMENT,9045.81,C1002597,104714.19,95668.38,M2002597,882050.52,891096.33,0,0
3,DEBIT,59358.5,C1002598,474440.81,415082.31,C3002598,32240.37,91598.87,0,0
5,PAYMENT,56098.81,C1002599,30390.58,30390.58,M2002599,751705.96,807804.77,0,0
5,DEBIT,29288.78,C1002600,449139.85,419851.07,C3002600,655465.7,684754.48,0,0
1,TRANSFER,57906.73,C1002601,152221.72,94314.99,C3002601,767740.81,825647.54,0,0
8,CASH_OUT,62022.09,C1002602,250074.04,188051.95,C3002602,494502.45,556524.54,0,0
12,CASH_IN,104424.7,C1002603,211175.94,106751.24,C3002603,991379.22,1095803.92,0,0
24,CASH_IN,132774.53,C1002604,85917.28,85917.28,C3002604,43847.02,176621.55,0,0
4,TRANSFER,76281.99,C1002605,179073.43,102791.44,C3002605,234371.59,310653.58,0,0
13,PAYMENT,143922.1,C1002606,96467.22,96467.22,M2002606,396545.99,540468.09,0,0
23,CASH_OUT,67299.45,C1002607,101943.24,34643.79,C3002607,449777.94,517077.39,0,0
15,DEBIT,58127.71,C1002608,93528.42,35400.71,C3002608,921367.4,979495.11,0,0
11,TRANSFER,108283.49,C1002609,244508.69,136225.2,C3002609,560004.36,668287.85,0,0
10,CASH_OUT,4840.9,C1002610,398965.68,394124.78,C3002610,45111.0,49951.9,0,0
3,CASH_OUT,16049.85,C1002611,284485.02,268435.17,C3002611,407862.96,423912.81,0,0
22,DEBIT,83652.11,C1002612,446603.29,362951.18,C3002612,416490.41,500142.52,0,0
14,CASH_OUT,188588.25,C1002613,318272.24,129683.99,C3002613,965490.94,1154079.19,1,0
16,PAYMENT,144330.2,C1002614,344670.06,200339.86,M2002614,599197.09,743527.29,0,0
10,PAYMENT,17716.5,C1002615,333803.61,316087.11,M2002615,635651.07,653367.57,0,0
29,PAYMENT,169278.97,C1002616,224729.6,55450.63,M2002616,713253.03,882532.0,0,0
10,CASH_OUT,146486.92,C1002617,344669.41,198182.49,C3002617,770039.32,916526.24,0,0
12,PAYMENT,122228.21,C1002618,34853.87,34853.87,M2002618,635051.07,757279.28,0,0
30,DEBIT,164076.56,C1002619,429925.74,265849.18,C3002619,237194.35,401270.91,0,0
9,CASH_OUT,80881.56,C1002620,388906.07,308024.51,C3002620,874045.91,954927.47,0,0
1,CASH_IN,44378.06,C1002621,122614.98,78236.92,C3002621,732119.8,776497.86,0,0
5,CASH_OUT,102453.48,C1002622,384016.23,281562.75,C3002622,741870.49,844323.97,0,0
20,DEBIT,109813.47,C1002623,6321.3,6321.3,C3002623,996556.74,1106370.21,0,0
8,CASH_IN,107711.44,C1002624,108623.29,911.85,C3002624,802526.53,910237.97,0,0
11,CASH_OUT,113058.25,C1002625,32568.62,32568.62,C3002625,829151.4,942209.65,0,0
12,PAYMENT,189746.11,C1002626,390113.46,200367.35,M2002626,951405.52,1141151.63,0,0
1,TRANSFER,180458.9,C1002627,377937.08,197478.18,C3002627,151134.0,331592.9,1,0
25,TRANSFER,175155.84,C1002628,406818.01,231662.17,C3002628,497727.38,672883.22,0,0
22,PAYMENT,160303.22,C1002629,2240.85,2240.85,M2002629,580567.02,740870.24,0,0
20,TRANSFER,188691.28,C1002630,250616.36,61925.08,C3002630,329275.73,517967.01,0,0
28,TRANSFER,19789.08,C1002631,352418.1,332629.02,C3002631,839403.34,859192.42,0,0
25,PAYMENT,53098.14,C1002632,77700.56,24602.42,M2002632,762419.62,815517.76,0,0
11,PAYMENT,99061.68,C1002633,324895.36,225833.68,M2002633,720883.07,819944.75,0,0
5,CASH_OUT,169322.25,C1002634,42055.05,42055.05,C3002634,997149.44,1166471.69,0,0
15,CASH_OUT,101082.63,C1002635,90662.93,90662.93,C3002635,259381.37,360464.0,0,0
5,PAYMENT,149632.14,C1002636,237898.41,88266.27,M2002636,735457.25,885089.39,0,0
12,DEBIT,27878.09,C1002637,326782.58,298904.49,C3002637,551404.47,579282.56,0,0
5,TRANSFER,50557.52,C1002638,72934.56,22377.04,C3002638,312989.18,363546.7,0,0
17,CASH_OUT,146382.04,C1002639,92611.67,92611.67,C3002639,160586.87,306968.91,0,0
17,TRANSFER,33030.33,C1002640,102223.18,69192.85,C3002640,895883.84,928914.17,0,0
24,CASH_IN,70336.05,C1002641,119350.4,49014.35,C3002641,595455.48,665791.53,0,0
12,PAYMENT,53046.76,C1002642,113276.92,60230.16,M2002642,824933.84,877980.6,0,0
24,DEBIT,70037.35,C1002643,197574.55,127537.2,C3002643,545344.98,615382.33,0,0
28,CASH_IN,141693.98,C1002644,326894.83,185200.85,C3002644,219977.08,361671.06,0,0
15,CASH_IN,73632.65,C1002645,219015.89,145383.24,C3002645,337548.81,411181.46,0,0
15,CASH_IN,111097.14,C1002646,387986.95,276889.81,C3002646,381538.84,492635.98,0,0
6,PAYMENT,20076.38,C1002647,359634.25,339557.87,M2002647,972934.81,993011.19,0,0
12,CASH_OUT,161023.04,C1002648,63263.46,63263.46,C3002648,5633.28,166656.32,1,0
27,PAYMENT,74040.74,C1002649,24420.81,24420.81,M2002649,985666.02,1059706.76,0,0
29,CASH_OUT,129741.98,C1002650,438970.78,309228.8,C3002650,980461.64,1110203.62,0,0
20,CASH_IN,145105.38,C1002651,39915.53,39915.53,C3002651,996150.79,1141256.17,0,0
18,CASH_IN,42011.22,C1002652,74169.59,32158.37,C3002652,476588.18,518599.4,0,0
14,DEBIT,176946.53,C1002653,11066.64,11066.64,C3002653,963808.97,1140755.5,0,0
2,CASH_OUT,123283.23,C1002654,314168.18,190884.95,C3002654,395599.18,518882.41,0,0
9,CASH_IN,85802.16,C1002655,291185.28,205383.12,C3002655,26294.44,112096.6,0,0
5,TRANSFER,36548.8,C1002656,493451.83,456903.03,C3002656,224347.19,260895.99,0,0
20,DEBIT,188465.96,C1002657,443466.2,255000.24,C3002657,945296.24,1133762.2,0,0
26,PAYMENT,151038.13,C1002658,205421.59,54383.46,M2002658,13764.69,164802.82,0,0
29,DEBIT,41684.11,C1002659,185792.92,144108.81,C3002659,545994.14,587678.25,0,0
1,TRANSFER,67608.38,C1002660,148426.02,80817.64,C3002660,75601.59,143209.97,0,0
23,CASH_OUT,161953.88,C1002661,76203.46,76203.46,C3002661,286396.58,448350.46,0,0
3,PAYMENT,139165.96,C1002662,69041.83,69041.83,M2002662,88092.85,227258.81,0,0
6,PAYMENT,153180.28,C1002663,66141.85,66141.85,M2002663,859528.62,1012708.9,0,0
5,CASH_OUT,88296.1,C1002664,57057.38,57057.38,C3002664,591070.71,679366.81,0,0
21,DEBIT,143323.6,C1002665,120256.02,120256.02,C3002665,902106.47,1045430.07,0,0
27,CASH_IN,77360.1,C1002666,153334.32,75974.22,C3002666,688353.2,765713.3,0,0
5,DEBIT,42331.46,C1002667,480789.49,438458.03,C3002667,971029.13,1013360.59,0,0
1,TRANSFER,126572.14,C1002668,289236.63,162664.49,C3002668,509877.65,636449.79,0,0
17,CASH_IN,195205.18,C1002669,493797.89,298592.71,C3002669,638710.58,833915.76,0,1
19,DEBIT,62189.13,C1002670,186233.47,124044.34,C3002670,576308.82,638497.95,0,0
14,CASH_OUT,92247.82,C1002671,228813.32,136565.5,C3002671,484260.43,576508.25,0,0
12,TRANSFER,134832.87,C1002672,162289.33,27456.46,C3002672,845959.37,980792.24,0,0
10,TRANSFER,108347.11,C1002673,91443.83,91443.83,C3002673,644525.14,752872.25,0,0
20,TRANSFER,168701.22,C1002674,71582.35,71582.35,C3002674,801312.26,970013.48,0,0
21,CASH_IN,152372.37,C1002675,472539.6,320167.23,C3002675,786363.94,938736.31,0,0
18,PAYMENT,11753.61,C1002676,493405.34,481651.73,M2002676,191045.16,202798.77,0,0
24,CASH_IN,199684.4,C1002677,22454.75,22454.75,C3002677,650163.53,849847.93,0,1
27,DEBIT,150505.25,C1002678,75172.94,75172.94,C3002678,199648.02,350153.27,0,0
11,PAYMENT,172794.27,C1002679,211762.05,38967.78,M2002679,583320.48,756114.75,0,0
30,DEBIT,130274.42,C1002680,93166.74,93166.74,C3002680,677434.68,807709.1,0,0
2,PAYMENT,171271.4,C1002681,181940.2,10668.8,M2002681,997235.07,1168506.47,0,0
25,CASH_IN,22565.36,C1002682,64548.17,41982.81,C3002682,30541.98,53107.34,0,0
18,TRANSFER,69612.79,C1002683,228255.88,158643.09,C3002683,91242.39,160855.18,0,0
29,CASH_OUT,175296.55,C1002684,135847.31,135847.31,C3002684,77026.7,252323.25,1,0
25,TRANSFER,40410.88,C1002685,175952.53,135541.65,C3002685,398361.29,438772.17,0,0
7,CASH_IN,15740.6,C1002686,47156.33,31415.73,C3002686,821588.36,837328.96,0,0
24,PAYMENT,157644.98,C1002687,214064.03,56419.05,M2002687,844056.33,1001701.31,0,0
15,TRANSFER,167113.68,C1002688,491628.81,324515.13,C3002688,736979.6,904093.28,1,0
11,CASH_IN,32614.18,C1002689,164416.52,131802.34,C3002689,896878.24,929492.42,0,0
18,DEBIT,170883.76,C1002690,438214.64,267330.88,C3002690,322859.94,493743.7,0,0
23,CASH_OUT,137384.88,C1002691,421599.57,284214.69,C3002691,88154.64,225539.52,0,0
12,TRANSFER,104064.53,C1002692,476029.21,371964.68,C3002692,58153.03,162217.56,0,0
6,PAYMENT,166067.01,C1002693,395054.76,228987.75,M2002693,852132.72,1018199.73,0,0
20,DEBIT,83907.92,C1002694,329798.41,245890.49,C3002694,730436.29,814344.21,0,0
23,CASH_IN,38879.39,C1002695,428292.22,389412.83,C3002695,698615.31,737494.7,0,0
30,CASH_OUT,57042.05,C1002696,37822.34,37822.34,C3002696,339676.34,396718.39,0,0
13,PAYMENT,101082.29,C1002697,231415.33,130333.04,M2002697,379905.19,480987.48,0,0
20,CASH_IN,106313.03,C1002698,494628.12,388315.09,C3002698,958113.53,1064426.56,0,0
16,CASH_IN,161135.61,C1002699,384800.08,223664.47,C3002699,63804.74,224940.35,0,0
18,TRANSFER,158291.41,C1002700,481037.69,322746.28,C3002700,773731.74,932023.15,0,0
10,TRANSFER,116315.17,C1002701,389817.18,273502.01,C3002701,309633.32,425948.49,0,0
28,PAYMENT,156179.02,C1002702,437440.98,281261.96,M2002702,39054.62,195233.64,0,0
23,CASH_IN,38435.51,C1002703,353264.82,314829.31,C3002703,742570.11,781005.62,0,0
8,TRANSFER,10107.9,C1002704,380251.0,370143.1,C3002704,330911.89,341019.79,0,0
18,CASH_OUT,174739.4,C1002705,261589.0,86849.6,C3002705,722147.52,896886.92,1,0
21,CASH_OUT,15203.34,C1002706,462118.85,446915.51,C3002706,707654.38,722857.72,0,0
1,CASH_IN,49413.02,C1002707,412519.46,363106.44,C3002707,534786.88,584199.9,0,0
23,TRANSFER,139094.26,C1002708,421942.48,282848.22,C3002708,777373.13,916467.39,0,0
8,PAYMENT,81948.64,C1002709,336504.55,254555.91,M2002709,581038.32,662986.96,0,0
29,PAYMENT,175275.16,C1002710,152289.97,152289.97,M2002710,286636.85,461912.01,0,0
6,PAYMENT,59666.16,C1002711,17814.9,17814.9,M2002711,734115.3,793781.46,0,0
5,CASH_OUT,2473.08,C1002712,467827.56,465354.48,C3002712,589139.82,591612.9,0,0
15,TRANSFER,60201.06,C1002713,293060.17,232859.11,C3002713,12727.28,72928.34,0,0
22,TRANSFER,115657.2,C1002714,149071.49,33414.29,C3002714,901644.18,1017301.38,0,0
15,CASH_OUT,75250.08,C1002715,74567.55,74567.55,C3002715,545643.62,620893.7,0,0
2,PAYMENT,107021.06,C1002716,414761.58,307740.52,M2002716,868627.27,975648.33,0,0
1,PAYMENT,175331.96,C1002717,418260.1,242928.14,M2002717,882736.84,1058068.8,0,0
23,CASH_IN,182505.76,C1002718,407253.98,224748.22,C3002718,444966.66,627472.42,0,0
23,DEBIT,53268.22,C1002719,322541.35,269273.13,C3002719,507660.0,560928.22,0,0
26,TRANSFER,92481.88,C1002720,183007.69,90525.81,C3002720,415754.39,508236.27,0,0
11,TRANSFER,109873.89,C1002721,152035.14,42161.25,C3002721,449436.78,559310.67,0,0
10,TRANSFER,189827.58,C1002722,4277.39,4277.39,C3002722,895147.16,1084974.74,1,0
30,DEBIT,199723.6,C1002723,416803.78,217080.18,C3002723,788144.01,987867.61,0,1
18,CASH_IN,47157.91,C1002724,43716.35,43716.35,C3002724,126525.68,173683.59,0,0
18,DEBIT,145423.28,C1002725,315377.5,169954.22,C3002725,610307.78,755731.06,0,0
17,PAYMENT,75668.41,C1002726,252037.47,176369.06,M2002726,995906.64,1071575.05,0,0
26,PAYMENT,1720.83,C1002727,263344.68,261623.85,M2002727,595550.7,597271.53,0,0
8,TRANSFER,1949.58,C1002728,463356.42,461406.84,C3002728,785871.63,787821.21,0,0
15,CASH_OUT,92167.14,C1002729,15807.51,15807.51,C3002729,769061.47,861228.61,0,0
8,TRANSFER,97718.15,C1002730,386696.11,288977.96,C3002730,350317.53,448035.68,0,0
17,CASH_OUT,4611.68,C1002731,26026.2,21414.52,C3002731,371849.3,376460.98,0,0
12,DEBIT,137416.79,C1002732,19076.8,19076.8,C3002732,724076.42,861493.21,0,0
27,PAYMENT,58871.28,C1002733,214908.85,156037.57,M2002733,499983.53,558854.81,0,0
8,CASH_OUT,112022.63,C1002734,31537.59,31537.59,C3002734,570570.71,682593.34,0,0
25,DEBIT,60253.72,C1002735,394571.98,334318.26,C3002735,712905.79,773159.51,0,0
14,PAYMENT,33510.15,C1002736,264781.55,231271.4,M2002736,777575.03,811085.18,0,0
4,CASH_OUT,81494.03,C1002737,14519.39,14519.39,C3002737,271516.58,353010.61,0,0
1,TRANSFER,46531.45,C1002738,20250.34,20250.34,C3002738,146793.76,193325.21,0,0
1,TRANSFER,107006.72,C1002739,306334.26,199327.54,C3002739,291794.65,398801.37,0,0
19,TRANSFER,39845.82,C1002740,403055.91,363210.09,C3002740,507538.33,547384.15,0,0
16,DEBIT,101730.35,C1002741,218899.77,117169.42,C3002741,342141.32,443871.67,0,0
14,TRANSFER,31559.97,C1002742,277290.34,245730.37,C3002742,568362.76,599922.73,0,0
21,CASH_IN,134227.84,C1002743,399914.73,265686.89,C3002743,53465.72,187693.56,0,0
16,PAYMENT,150812.14,C1002744,305253.09,154440.95,M2002744,509750.41,660562.55,0,0
5,DEBIT,22167.81,C1002745,112380.12,90212.31,C3002745,367984.91,390152.72,0,0
9,TRANSFER,93613.7,C1002746,306526.01,212912.31,C3002746,534666.75,628280.45,0,0
26,PAYMENT,14267.25,C1002747,314139.73,299872.48,M2002747,422533.35,436800.6,0,0
30,CASH_OUT,119676.67,C1002748,367053.49,247376.82,C3002748,284225.85,403902.52,0,0
28,TRANSFER,52954.42,C1002749,310437.09,257482.67,C3002749,904107.91,957062.33,0,0
2,PAYMENT,105572.13,C1002750,484621.07,379048.94,M2002750,184764.99,290337.12,0,0
18,CASH_IN,103540.46,C1002751,98644.15,98644.15,C3002751,681365.58,784906.04,0,0
6,CASH_OUT,184878.43,C1002752,475545.34,290666.91,C3002752,924644.71,1109523.14,1,0
9,CASH_IN,109861.74,C1002753,269169.75,159308.01,C3002753,538669.96,648531.7,0,0
1,PAYMENT,116641.4,C1002754,335978.07,219336.67,M2002754,876408.49,993049.89,0,0
9,CASH_IN,80390.46,C1002755,49730.8,49730.8,C3002755,124851.48,205241.94,0,0
25,PAYMENT,189821.01,C1002756,190287.97,466.96,M2002756,493788.77,683609.78,0,0
16,PAYMENT,155459.46,C1002757,384689.57,229230.11,M2002757,457025.28,612484.74,0,0
13,CASH_IN,57152.52,C1002758,353455.51,296302.99,C3002758,8118.81,65271.33,0,0
9,PAYMENT,168857.5,C1002759,20069.69,20069.69,M2002759,443257.34,612114.84,0,0
21,TRANSFER,86536.03,C1002760,273297.13,186761.1,C3002760,369029.76,455565.79,0,0
13,PAYMENT,165750.56,C1002761,44139.1,44139.1,M2002761,669798.73,835549.29,0,0
9,DEBIT,164595.32,C1002762,497928.21,333332.89,C3002762,938329.78,1102925.1,0,0
11,PAYMENT,37855.15,C1002763,448648.29,410793.14,M2002763,85791.09,123646.24,0,0
4,DEBIT,140258.11,C1002764,10540.33,10540.33,C3002764,327476.39,467734.5,0,0
2,PAYMENT,58199.53,C1002765,429324.79,371125.26,M2002765,444064.74,502264.27,0,0
29,PAYMENT,59568.78,C1002766,459714.8,400146.02,M2002766,455185.38,514754.16,0,0
6,CASH_IN,59339.98,C1002767,176774.11,117434.13,C3002767,774809.72,834149.7,0,0
14,TRANSFER,145141.09,C1002768,359750.83,214609.74,C3002768,443395.67,588536.76,0,0
4,TRANSFER,46042.23,C1002769,221051.87,175009.64,C3002769,27161.3,73203.53,0,0
6,CASH_OUT,281.08,C1002770,327616.24,327335.16,C3002770,710104.09,710385.17,0,0
19,CASH_IN,143075.85,C1002771,170158.7,27082.85,C3002771,884829.7,1027905.55,0,0
6,CASH_IN,34319.83,C1002772,161279.62,126959.79,C3002772,513904.71,548224.54,0,0
2,TRANSFER,20986.03,C1002773,212216.94,191230.91,C3002773,581108.52,602094.55,0,0
18,CASH_IN,47579.47,C1002774,72783.88,25204.41,C3002774,162936.44,210515.91,0,0
13,TRANSFER,76042.11,C1002775,415569.48,339527.37,C3002775,220645.94,296688.05,0,0
9,CASH_IN,95233.67,C1002776,174348.95,79115.28,C3002776,235170.24,330403.91,0,0
23,PAYMENT,9009.55,C1002777,200074.78,191065.23,M2002777,430741.97,439751.52,0,0
19,TRANSFER,194117.61,C1002778,447027.31,252909.7,C3002778,928145.22,1122262.83,1,1
13,TRANSFER,143241.0,C1002779,248311.91,105070.91,C3002779,521784.77,665025.77,0,0
11,DEBIT,64706.49,C1002780,272126.95,207420.46,C3002780,192097.65,256804.14,0,0
1,CASH_IN,63807.58,C1002781,478249.06,414441.48,C3002781,266087.74,329895.32,0,0
24,CASH_IN,89763.66,C1002782,443363.19,353599.53,C3002782,384015.03,473778.69,0,0
30,TRANSFER,125286.34,C1002783,84733.35,84733.35,C3002783,623258.98,748545.32,0,0
22,PAYMENT,29359.98,C1002784,236607.51,207247.53,M2002784,440033.15,469393.13,0,0
7,PAYMENT,37867.07,C1002785,485648.11,447781.04,M2002785,392444.84,430311.91,0,0
25,PAYMENT,171900.97,C1002786,186183.15,14282.18,M2002786,564728.6,736629.57,0,0
21,CASH_IN,51325.36,C1002787,185786.55,134461.19,C3002787,241834.99,293160.35,0,0
15,DEBIT,76100.98,C1002788,97515.12,21414.14,C3002788,78903.27,155004.25,0,0
1,TRANSFER,174267.24,C1002789,57161.56,57161.56,C3002789,24414.31,198681.55,1,0
12,CASH_OUT,132663.25,C1002790,370152.4,237489.15,C3002790,251259.16,383922.41,0,0
26,DEBIT,68408.2,C1002791,385015.23,316607.03,C3002791,91592.03,160000.23,0,0
7,CASH_OUT,136771.54,C1002792,484506.48,347734.94,C3002792,336340.64,473112.18,0,0
15,DEBIT,4034.67,C1002793,386709.11,382674.44,C3002793,772933.54,776968.21,0,0
21,PAYMENT,147154.97,C1002794,121676.25,121676.25,M2002794,716294.33,863449.3,0,0
19,CASH_IN,97454.51,C1002795,20058.29,20058.29,C3002795,610927.62,708382.13,0,0
28,CASH_OUT,162655.11,C1002796,492718.69,330063.58,C3002796,852500.24,1015155.35,1,0
29,DEBIT,190932.07,C1002797,170225.35,170225.35,C3002797,282067.62,472999.69,0,1
25,CASH_IN,185165.13,C1002798,155985.77,155985.77,C3002798,885053.75,1070218.88,0,0
1,CASH_OUT,181862.08,C1002799,452977.6,271115.52,C3002799,399239.17,581101.25,1,0
17,TRANSFER,102482.77,C1002800,292549.95,190067.18,C3002800,400893.32,503376.09,0,0
17,DEBIT,72092.41,C1002801,107435.59,35343.18,C3002801,405351.61,477444.02,0,0
3,TRANSFER,93060.56,C1002802,444548.12,351487.56,C3002802,98094.37,191154.93,0,0
12,PAYMENT,138010.21,C1002803,496680.43,358670.22,M2002803,975490.5,1113500.71,0,0
6,TRANSFER,176811.16,C1002804,43339.28,43339.28,C3002804,138506.78,315317.94,1,0
26,TRANSFER,41476.56,C1002805,431125.81,389649.25,C3002805,340885.72,382362.28,0,0
11,DEBIT,183646.81,C1002806,195257.85,11611.04,C3002806,319300.32,502947.13,0,0
3,PAYMENT,163054.53,C1002807,262036.22,98981.69,M2002807,74679.43,237733.96,0,0
8,TRANSFER,195773.32,C1002808,457407.99,261634.67,C3002808,152260.13,348033.45,1,1
14,CASH_IN,176062.33,C1002809,486689.6,310627.27,C3002809,44858.34,220920.67,0,0
14,CASH_OUT,56059.47,C1002810,131081.96,75022.49,C3002810,292404.49,348463.96,0,0
10,TRANSFER,21280.59,C1002811,106425.39,85144.8,C3002811,866656.92,887937.51,0,0
2,PAYMENT,22536.99,C1002812,40258.28,17721.29,M2002812,339442.21,361979.2,0,0
14,TRANSFER,58315.54,C1002813,280898.93,222583.39,C3002813,123691.83,182007.37,0,0
9,CASH_OUT,122875.33,C1002814,6802.2,6802.2,C3002814,645693.87,768569.2,0,0
3,PAYMENT,160883.63,C1002815,205949.15,45065.52,M2002815,996600.91,1157484.54,0,0
21,DEBIT,179860.14,C1002816,36692.01,36692.01,C3002816,232323.79,412183.93,0,0
26,PAYMENT,124788.3,C1002817,202612.89,77824.59,M2002817,279571.01,404359.31,0,0
8,DEBIT,1225.7,C1002818,19966.09,18740.39,C3002818,971847.05,973072.75,0,0
16,PAYMENT,37344.72,C1002819,417608.63,380263.91,M2002819,178776.29,216121.01,0,0
2,CASH_OUT,20035.27,C1002820,104869.5,84834.23,C3002820,511214.07,531249.34,0,0
6,CASH_OUT,72728.56,C1002821,164154.36,91425.8,C3002821,239652.13,312380.69,0,0
28,PAYMENT,100320.06,C1002822,435024.0,334703.94,M2002822,932351.9,1032671.96,0,0
21,TRANSFER,8775.1,C1002823,373133.03,364357.93,C3002823,981521.01,990296.11,0,0
29,CASH_OUT,69760.75,C1002824,109519.18,39758.43,C3002824,814697.85,884458.6,0,0
26,DEBIT,35918.02,C1002825,35949.71,31.69,C3002825,314783.82,350701.84,0,0
25,DEBIT,129449.33,C1002826,357836.89,228387.56,C3002826,403487.48,532936.81,0,0
12,CASH_IN,92908.05,C1002827,195351.28,102443.23,C3002827,242305.68,335213.73,0,0
5,DEBIT,99114.0,C1002828,383040.0,283926.0,C3002828,890757.97,989871.97,0,0
2,CASH_IN,85595.59,C1002829,222647.39,137051.8,C3002829,914558.28,1000153.87,0,0
16,PAYMENT,191208.34,C1002830,173001.21,173001.21,M2002830,418870.66,610079.0,0,1
5,PAYMENT,43025.55,C1002831,225602.7,182577.15,M2002831,656533.07,699558.62,0,0
15,PAYMENT,103381.19,C1002832,374279.49,270898.3,M2002832,165553.18,268934.37,0,0
12,TRANSFER,147229.87,C1002833,451110.14,303880.27,C3002833,434935.9,582165.77,0,0
4,TRANSFER,111413.2,C1002834,24883.6,24883.6,C3002834,631499.11,742912.31,0,0
15,CASH_IN,185811.28,C1002835,262055.77,76244.49,C3002835,385403.12,571214.4,0,0
11,DEBIT,75655.87,C1002836,16417.71,16417.71,C3002836,357599.53,433255.4,0,0
16,DEBIT,92788.79,C1002837,234204.77,141415.98,C3002837,998.99,93787.78,0,0
23,PAYMENT,17795.61,C1002838,442641.41,424845.8,M2002838,804293.46,822089.07,0,0
6,CASH_OUT,121838.92,C1002839,180795.13,58956.21,C3002839,889337.61,1011176.53,0,0
14,TRANSFER,57713.57,C1002840,466225.21,408511.64,C3002840,969463.53,1027177.1,0,0
18,TRANSFER,32145.78,C1002841,315304.24,283158.46,C3002841,719271.39,751417.17,0,0
12,PAYMENT,108951.81,C1002842,467077.67,358125.86,M2002842,548792.31,657744.12,0,0
27,TRANSFER,106508.82,C1002843,378583.31,272074.49,C3002843,269284.52,375793.34,0,0
11,PAYMENT,15266.74,C1002844,51717.58,36450.84,M2002844,999299.48,1014566.22,0,0
